,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Bright Eyes,0.753,0.717,8.0,-8.088,1.0,0.0821,0.562,0.721,0.0829,0.117,124.009,audio_features,4G14OQfisZUDxTy2GyR9bW,spotify:track:4G14OQfisZUDxTy2GyR9bW,https://api.spotify.com/v1/tracks/4G14OQfisZUDxTy2GyR9bW,https://api.spotify.com/v1/audio-analysis/4G14OQfisZUDxTy2GyR9bW,270968.0,4.0
The Mycelium is Listening - CALAGNA Remix,0.676,0.79,7.0,-8.708,1.0,0.0344,0.000557,0.545,0.0785,0.0765,119.986,audio_features,3RjIDBoTOsIvMaizQQYyWH,spotify:track:3RjIDBoTOsIvMaizQQYyWH,https://api.spotify.com/v1/tracks/3RjIDBoTOsIvMaizQQYyWH,https://api.spotify.com/v1/audio-analysis/3RjIDBoTOsIvMaizQQYyWH,418000.0,4.0
Baarish Ka Asar,0.59,0.63,9.0,-6.735,1.0,0.0279,0.469,1.02e-05,0.15,0.227,119.962,audio_features,6J4oLY2GEwOsUgEd50IpKy,spotify:track:6J4oLY2GEwOsUgEd50IpKy,https://api.spotify.com/v1/tracks/6J4oLY2GEwOsUgEd50IpKy,https://api.spotify.com/v1/audio-analysis/6J4oLY2GEwOsUgEd50IpKy,245500.0,4.0
Sky Lines,0.596,0.671,4.0,-13.107,0.0,0.0443,0.261,0.904,0.106,0.241,155.999,audio_features,2DQxWXdPfB05PXeIp3d2vV,spotify:track:2DQxWXdPfB05PXeIp3d2vV,https://api.spotify.com/v1/tracks/2DQxWXdPfB05PXeIp3d2vV,https://api.spotify.com/v1/audio-analysis/2DQxWXdPfB05PXeIp3d2vV,307525.0,4.0
Panther,0.646,0.995,11.0,-3.054,0.0,0.14,0.0108,0.629,0.357,0.497,150.009,audio_features,3QRfEL91NipNPfFzrXsg4Z,spotify:track:3QRfEL91NipNPfFzrXsg4Z,https://api.spotify.com/v1/tracks/3QRfEL91NipNPfFzrXsg4Z,https://api.spotify.com/v1/audio-analysis/3QRfEL91NipNPfFzrXsg4Z,225600.0,4.0
Rooftop Party (feat. Mickey Singh) - Sodhivine Remix,0.654,0.813,8.0,-5.454,0.0,0.0856,0.0079,0.0,0.11,0.24,106.006,audio_features,1JA3gALrw3bngLwXLkw2eu,spotify:track:1JA3gALrw3bngLwXLkw2eu,https://api.spotify.com/v1/tracks/1JA3gALrw3bngLwXLkw2eu,https://api.spotify.com/v1/audio-analysis/1JA3gALrw3bngLwXLkw2eu,233208.0,4.0
The River,0.498,0.648,0.0,-4.972,1.0,0.0331,0.112,0.0,0.382,0.305,95.05,audio_features,5sAcIjfZmNEgbseZ1Bpmom,spotify:track:5sAcIjfZmNEgbseZ1Bpmom,https://api.spotify.com/v1/tracks/5sAcIjfZmNEgbseZ1Bpmom,https://api.spotify.com/v1/audio-analysis/5sAcIjfZmNEgbseZ1Bpmom,212211.0,4.0
Tune In - Adi Mantra & Mangalacharan Mantra,0.478,0.116,4.0,-18.401,0.0,0.039,0.978,0.00603,0.0957,0.112,120.078,audio_features,3cUrHGTFYmADS7zGsucfIU,spotify:track:3cUrHGTFYmADS7zGsucfIU,https://api.spotify.com/v1/tracks/3cUrHGTFYmADS7zGsucfIU,https://api.spotify.com/v1/audio-analysis/3cUrHGTFYmADS7zGsucfIU,118000.0,4.0
Lune,0.804,0.67,1.0,-8.074,1.0,0.0469,0.000955,0.878,0.118,0.231,122.006,audio_features,0KsoAc21eXJiDaccgoo8A3,spotify:track:0KsoAc21eXJiDaccgoo8A3,https://api.spotify.com/v1/tracks/0KsoAc21eXJiDaccgoo8A3,https://api.spotify.com/v1/audio-analysis/0KsoAc21eXJiDaccgoo8A3,567032.0,4.0
Kaal Bhairav,0.716,0.744,10.0,-4.308,1.0,0.0423,0.423,1.17e-05,0.13,0.57,114.983,audio_features,4Dwn54BX0Y7OJ3MA5alESo,spotify:track:4Dwn54BX0Y7OJ3MA5alESo,https://api.spotify.com/v1/tracks/4Dwn54BX0Y7OJ3MA5alESo,https://api.spotify.com/v1/audio-analysis/4Dwn54BX0Y7OJ3MA5alESo,281739.0,4.0
With You - Mixed,0.649,0.72,3.0,-11.959,0.0,0.0366,0.00313,0.817,0.105,0.247,120.398,audio_features,5QSaSzzpYXLHPiC3ULkwLo,spotify:track:5QSaSzzpYXLHPiC3ULkwLo,https://api.spotify.com/v1/tracks/5QSaSzzpYXLHPiC3ULkwLo,https://api.spotify.com/v1/audio-analysis/5QSaSzzpYXLHPiC3ULkwLo,318747.0,4.0
Fend for Yourself,0.548,0.43,2.0,-14.453,1.0,0.0289,0.191,0.409,0.18,0.253,89.958,audio_features,0NIE90xV9r4jQRQ9bLZVhQ,spotify:track:0NIE90xV9r4jQRQ9bLZVhQ,https://api.spotify.com/v1/tracks/0NIE90xV9r4jQRQ9bLZVhQ,https://api.spotify.com/v1/audio-analysis/0NIE90xV9r4jQRQ9bLZVhQ,223323.0,4.0
Solstice - Evan Hatfield Remix,0.588,0.844,2.0,-5.584,1.0,0.0551,0.0294,0.0674,0.0755,0.625,174.041,audio_features,6XXCjEdEZoaBxwicoKkfe9,spotify:track:6XXCjEdEZoaBxwicoKkfe9,https://api.spotify.com/v1/tracks/6XXCjEdEZoaBxwicoKkfe9,https://api.spotify.com/v1/audio-analysis/6XXCjEdEZoaBxwicoKkfe9,313100.0,4.0
Rangapura Vihara,0.43,0.471,2.0,-9.883,1.0,0.0307,0.229,0.00106,0.156,0.255,92.024,audio_features,0DanEzIERtRw1Toae6IFXM,spotify:track:0DanEzIERtRw1Toae6IFXM,https://api.spotify.com/v1/tracks/0DanEzIERtRw1Toae6IFXM,https://api.spotify.com/v1/audio-analysis/0DanEzIERtRw1Toae6IFXM,537295.0,4.0
Turnpike,0.346,0.796,11.0,-5.113,0.0,0.0473,1.52e-05,0.726,0.0466,0.239,122.303,audio_features,34IukV2aT070QkRsutIskx,spotify:track:34IukV2aT070QkRsutIskx,https://api.spotify.com/v1/tracks/34IukV2aT070QkRsutIskx,https://api.spotify.com/v1/audio-analysis/34IukV2aT070QkRsutIskx,255427.0,4.0
Vimanas (Ancient Indian Flying Objects) - Original Mix,0.641,0.414,9.0,-20.961,0.0,0.0477,0.359,0.0904,0.112,0.0455,176.087,audio_features,34prFDffybEKGOs6cEYHbi,spotify:track:34prFDffybEKGOs6cEYHbi,https://api.spotify.com/v1/tracks/34prFDffybEKGOs6cEYHbi,https://api.spotify.com/v1/audio-analysis/34prFDffybEKGOs6cEYHbi,492000.0,4.0
Fearless,0.381,0.341,7.0,-15.719,1.0,0.0414,0.161,0.0403,0.448,0.178,143.756,audio_features,7AalBKBoLDR4UmRYRJpdbj,spotify:track:7AalBKBoLDR4UmRYRJpdbj,https://api.spotify.com/v1/tracks/7AalBKBoLDR4UmRYRJpdbj,https://api.spotify.com/v1/audio-analysis/7AalBKBoLDR4UmRYRJpdbj,367933.0,4.0
Surfing The Rings Of Saturn,0.455,0.751,8.0,-6.141,1.0,0.0387,0.011,0.408,0.0643,0.534,167.983,audio_features,4By5HEztwV5ZY6jUNzey0T,spotify:track:4By5HEztwV5ZY6jUNzey0T,https://api.spotify.com/v1/tracks/4By5HEztwV5ZY6jUNzey0T,https://api.spotify.com/v1/audio-analysis/4By5HEztwV5ZY6jUNzey0T,394000.0,1.0
Don’t Doubt ur Vibe,0.539,0.912,0.0,-7.828,1.0,0.0319,0.0069,0.717,0.239,0.247,123.996,audio_features,6GGODyP2LIdbxIfYxy5UbN,spotify:track:6GGODyP2LIdbxIfYxy5UbN,https://api.spotify.com/v1/tracks/6GGODyP2LIdbxIfYxy5UbN,https://api.spotify.com/v1/audio-analysis/6GGODyP2LIdbxIfYxy5UbN,241935.0,4.0
By Your Grace,0.256,0.251,5.0,-12.396,1.0,0.0286,0.692,0.776,0.0898,0.0874,93.168,audio_features,7pOdjWO8tWq8xirI4Gk4II,spotify:track:7pOdjWO8tWq8xirI4Gk4II,https://api.spotify.com/v1/tracks/7pOdjWO8tWq8xirI4Gk4II,https://api.spotify.com/v1/audio-analysis/7pOdjWO8tWq8xirI4Gk4II,436573.0,4.0
One By One,0.611,0.734,0.0,-7.741,1.0,0.0451,0.0675,0.00214,0.585,0.556,91.001,audio_features,1nO9qYFTq5ZkiiXnaXbBEH,spotify:track:1nO9qYFTq5ZkiiXnaXbBEH,https://api.spotify.com/v1/tracks/1nO9qYFTq5ZkiiXnaXbBEH,https://api.spotify.com/v1/audio-analysis/1nO9qYFTq5ZkiiXnaXbBEH,251267.0,4.0
A Singular Cell - Original Mix,0.543,0.0333,0.0,-29.315,1.0,0.355,0.85,0.908,0.0992,0.0294,97.993,audio_features,5dvBQUcZ4zUv8zOKMTbArF,spotify:track:5dvBQUcZ4zUv8zOKMTbArF,https://api.spotify.com/v1/tracks/5dvBQUcZ4zUv8zOKMTbArF,https://api.spotify.com/v1/audio-analysis/5dvBQUcZ4zUv8zOKMTbArF,482449.0,4.0
Witnessing The Hatching Of An ET+Human Egg - Original Mix,0.389,0.13,1.0,-24.329,1.0,0.0535,0.208,0.551,0.099,0.0293,119.599,audio_features,6PfJlM3BP4PLvbdIAfc6wE,spotify:track:6PfJlM3BP4PLvbdIAfc6wE,https://api.spotify.com/v1/tracks/6PfJlM3BP4PLvbdIAfc6wE,https://api.spotify.com/v1/audio-analysis/6PfJlM3BP4PLvbdIAfc6wE,394000.0,4.0
Alone (feat. FEMME),,,,,,,,,,,,,,,,,,
271 Days,0.461,0.646,7.0,-8.29,0.0,0.0443,0.0253,0.847,0.0755,0.477,160.248,audio_features,4ei4pPdBCoOXVuN0ZhHYO4,spotify:track:4ei4pPdBCoOXVuN0ZhHYO4,https://api.spotify.com/v1/tracks/4ei4pPdBCoOXVuN0ZhHYO4,https://api.spotify.com/v1/audio-analysis/4ei4pPdBCoOXVuN0ZhHYO4,63600.0,3.0
Sing - Floating Points Remix,0.524,0.451,9.0,-13.062,0.0,0.0796,0.754,0.916,0.0528,0.106,128.004,audio_features,5c1sQKsBkYTGdDQgICwSo5,spotify:track:5c1sQKsBkYTGdDQgICwSo5,https://api.spotify.com/v1/tracks/5c1sQKsBkYTGdDQgICwSo5,https://api.spotify.com/v1/audio-analysis/5c1sQKsBkYTGdDQgICwSo5,837300.0,4.0
Hostage,,,,,,,,,,,,,,,,,,
Time On My Hands,0.733,0.431,0.0,-10.129,1.0,0.059,0.799,0.158,0.108,0.579,120.099,audio_features,1auvVXbUe2hSxvCBdjrWDD,spotify:track:1auvVXbUe2hSxvCBdjrWDD,https://api.spotify.com/v1/tracks/1auvVXbUe2hSxvCBdjrWDD,https://api.spotify.com/v1/audio-analysis/1auvVXbUe2hSxvCBdjrWDD,187960.0,4.0
Vast,0.361,0.677,4.0,-11.186,0.0,0.138,0.863,0.915,0.387,0.187,159.929,audio_features,3GuCqVikcwdPz8uWMzKQHx,spotify:track:3GuCqVikcwdPz8uWMzKQHx,https://api.spotify.com/v1/tracks/3GuCqVikcwdPz8uWMzKQHx,https://api.spotify.com/v1/audio-analysis/3GuCqVikcwdPz8uWMzKQHx,270663.0,5.0
Pjanoo - Radio Edit,0.605,0.874,7.0,-4.949,0.0,0.0295,0.000563,0.812,0.112,0.836,125.99,audio_features,0F2BxpbxH8Yc3pLub48hrb,spotify:track:0F2BxpbxH8Yc3pLub48hrb,https://api.spotify.com/v1/tracks/0F2BxpbxH8Yc3pLub48hrb,https://api.spotify.com/v1/audio-analysis/0F2BxpbxH8Yc3pLub48hrb,157432.0,4.0
Just a Phase,0.611,0.563,9.0,-7.722,1.0,0.0291,0.15,0.547,0.539,0.0938,108.002,audio_features,6hoP7up3HF7z4A9SrIBRZE,spotify:track:6hoP7up3HF7z4A9SrIBRZE,https://api.spotify.com/v1/tracks/6hoP7up3HF7z4A9SrIBRZE,https://api.spotify.com/v1/audio-analysis/6hoP7up3HF7z4A9SrIBRZE,329267.0,4.0
Monarch,0.579,0.629,1.0,-9.061,1.0,0.0288,0.269,0.376,0.0528,0.25,150.03,audio_features,6X4RV5Q3u81w4kOy723hZ3,spotify:track:6X4RV5Q3u81w4kOy723hZ3,https://api.spotify.com/v1/tracks/6X4RV5Q3u81w4kOy723hZ3,https://api.spotify.com/v1/audio-analysis/6X4RV5Q3u81w4kOy723hZ3,230227.0,4.0
Put It Up,0.721,0.783,7.0,-7.057,0.0,0.0539,0.0771,0.000469,0.0682,0.389,99.995,audio_features,0aPOUYvEA66AaF4s6KtBHO,spotify:track:0aPOUYvEA66AaF4s6KtBHO,https://api.spotify.com/v1/tracks/0aPOUYvEA66AaF4s6KtBHO,https://api.spotify.com/v1/audio-analysis/0aPOUYvEA66AaF4s6KtBHO,226200.0,4.0
Peaceful Warrior,0.548,0.801,6.0,-7.895,0.0,0.0304,0.000989,0.842,0.137,0.169,124.984,audio_features,3UmEmyfxhWU2zaXzQZxspB,spotify:track:3UmEmyfxhWU2zaXzQZxspB,https://api.spotify.com/v1/tracks/3UmEmyfxhWU2zaXzQZxspB,https://api.spotify.com/v1/audio-analysis/3UmEmyfxhWU2zaXzQZxspB,232005.0,4.0
Polvo De Estrella,0.548,0.841,11.0,-7.674,1.0,0.0394,0.187,0.923,0.145,0.0521,93.975,audio_features,6sb7PspWjunpHROQ5RNpAE,spotify:track:6sb7PspWjunpHROQ5RNpAE,https://api.spotify.com/v1/tracks/6sb7PspWjunpHROQ5RNpAE,https://api.spotify.com/v1/audio-analysis/6sb7PspWjunpHROQ5RNpAE,500000.0,4.0
Oblivion - Extended Mix,0.75,0.782,10.0,-10.217,0.0,0.0589,0.00649,0.822,0.0742,0.524,123.004,audio_features,1QEQFPm2kcPppyLHvcrikl,spotify:track:1QEQFPm2kcPppyLHvcrikl,https://api.spotify.com/v1/tracks/1QEQFPm2kcPppyLHvcrikl,https://api.spotify.com/v1/audio-analysis/1QEQFPm2kcPppyLHvcrikl,441098.0,4.0
Wicked Panacea (feat. Rodrigo Y Gabriela),0.533,0.938,4.0,-6.337,0.0,0.0602,0.00219,0.763,0.11,0.431,113.986,audio_features,0NIpaPBN2FhikYO3s0v8JE,spotify:track:0NIpaPBN2FhikYO3s0v8JE,https://api.spotify.com/v1/tracks/0NIpaPBN2FhikYO3s0v8JE,https://api.spotify.com/v1/audio-analysis/0NIpaPBN2FhikYO3s0v8JE,183425.0,4.0
Pepsi Rise Up Baby X Yahan Ke Hum Sikandar,,,,,,,,,,,,,,,,,,
Cherubim,0.783,0.498,5.0,-10.868,0.0,0.0359,0.0438,0.673,0.22,0.396,99.99,audio_features,1z83H3LAz4NeuqxSGJuWb4,spotify:track:1z83H3LAz4NeuqxSGJuWb4,https://api.spotify.com/v1/tracks/1z83H3LAz4NeuqxSGJuWb4,https://api.spotify.com/v1/audio-analysis/1z83H3LAz4NeuqxSGJuWb4,318187.0,4.0
Sleep / / Awake,,,,,,,,,,,,,,,,,,
Runnin' Down A Dream,0.451,0.89,9.0,-12.737,1.0,0.0435,0.00045,0.167,0.495,0.412,169.934,audio_features,4AiMaeCXwsldpwvA5wu5gM,spotify:track:4AiMaeCXwsldpwvA5wu5gM,https://api.spotify.com/v1/tracks/4AiMaeCXwsldpwvA5wu5gM,https://api.spotify.com/v1/audio-analysis/4AiMaeCXwsldpwvA5wu5gM,292000.0,4.0
Infinity Now,0.695,0.795,4.0,-6.145,0.0,0.0547,0.112,0.946,0.095,0.213,111.006,audio_features,0DPGqUqyCruv9j5U0kXCmW,spotify:track:0DPGqUqyCruv9j5U0kXCmW,https://api.spotify.com/v1/tracks/0DPGqUqyCruv9j5U0kXCmW,https://api.spotify.com/v1/audio-analysis/0DPGqUqyCruv9j5U0kXCmW,417500.0,4.0
Don't Stop Dancing,,,,,,,,,,,,,,,,,,
Photo,0.614,0.379,4.0,-10.48,1.0,0.0476,0.607,0.000464,0.0986,0.201,107.989,audio_features,1HNkqx9Ahdgi1Ixy2xkKkL,spotify:track:1HNkqx9Ahdgi1Ixy2xkKkL,https://api.spotify.com/v1/tracks/1HNkqx9Ahdgi1Ixy2xkKkL,https://api.spotify.com/v1/audio-analysis/1HNkqx9Ahdgi1Ixy2xkKkL,258987.0,4.0
She,0.35,0.621,8.0,-6.495,0.0,0.233,0.256,3.44e-05,0.613,0.459,83.375,audio_features,5WzfCu5fhgm7jv896EN1Md,spotify:track:5WzfCu5fhgm7jv896EN1Md,https://api.spotify.com/v1/tracks/5WzfCu5fhgm7jv896EN1Md,https://api.spotify.com/v1/audio-analysis/5WzfCu5fhgm7jv896EN1Md,253387.0,4.0
Children,0.604,0.755,0.0,-10.761,1.0,0.0337,0.000298,0.817,0.0625,0.387,137.064,audio_features,4wtR6HB3XekEengMX17cpc,spotify:track:4wtR6HB3XekEengMX17cpc,https://api.spotify.com/v1/tracks/4wtR6HB3XekEengMX17cpc,https://api.spotify.com/v1/audio-analysis/4wtR6HB3XekEengMX17cpc,243267.0,4.0
Amoriri,0.481,0.258,3.0,-15.743,1.0,0.0649,0.729,0.676,0.342,0.203,125.933,audio_features,6j8w7dJrbm2LxlhTH6YKaz,spotify:track:6j8w7dJrbm2LxlhTH6YKaz,https://api.spotify.com/v1/tracks/6j8w7dJrbm2LxlhTH6YKaz,https://api.spotify.com/v1/audio-analysis/6j8w7dJrbm2LxlhTH6YKaz,496675.0,4.0
Breathe in Breathe Out,,,,,,,,,,,,,,,,,,
Of a Soul Withering in the House of Flesh,0.191,0.224,0.0,-10.818,0.0,0.0406,0.821,0.654,0.112,0.0331,113.149,audio_features,0unZ0zJSAr6U9aH5PMq5HP,spotify:track:0unZ0zJSAr6U9aH5PMq5HP,https://api.spotify.com/v1/tracks/0unZ0zJSAr6U9aH5PMq5HP,https://api.spotify.com/v1/audio-analysis/0unZ0zJSAr6U9aH5PMq5HP,304676.0,5.0
The Elephant's March - Bumble Remix,0.703,0.572,7.0,-10.043,1.0,0.042,0.0533,0.411,0.602,0.229,126.009,audio_features,37pc4eIXz0jVGwoZkKUiBs,spotify:track:37pc4eIXz0jVGwoZkKUiBs,https://api.spotify.com/v1/tracks/37pc4eIXz0jVGwoZkKUiBs,https://api.spotify.com/v1/audio-analysis/37pc4eIXz0jVGwoZkKUiBs,327619.0,4.0
Xatan,,,,,,,,,,,,,,,,,,
"Always (feat. Renata Youngblood, Dave Eggar) - Nickodemus Remix",0.669,0.577,11.0,-12.088,0.0,0.0404,0.0367,0.876,0.147,0.495,101.026,audio_features,1BeB67A5QcBSpgx7s76S2H,spotify:track:1BeB67A5QcBSpgx7s76S2H,https://api.spotify.com/v1/tracks/1BeB67A5QcBSpgx7s76S2H,https://api.spotify.com/v1/audio-analysis/1BeB67A5QcBSpgx7s76S2H,289160.0,4.0
Escape - John Summit Remix,0.631,0.84,9.0,-5.768,0.0,0.0347,0.0009,0.0374,0.109,0.113,125.992,audio_features,68lTEhMEx4MxDCJypT6bXE,spotify:track:68lTEhMEx4MxDCJypT6bXE,https://api.spotify.com/v1/tracks/68lTEhMEx4MxDCJypT6bXE,https://api.spotify.com/v1/audio-analysis/68lTEhMEx4MxDCJypT6bXE,226667.0,4.0
"Hey, Hey, What Can I Do - Remaster",0.468,0.858,1.0,-9.639,1.0,0.0543,0.166,0.000304,0.0807,0.526,77.987,audio_features,16VhHtoaOjTU4AJBNSBNQ1,spotify:track:16VhHtoaOjTU4AJBNSBNQ1,https://api.spotify.com/v1/tracks/16VhHtoaOjTU4AJBNSBNQ1,https://api.spotify.com/v1/audio-analysis/16VhHtoaOjTU4AJBNSBNQ1,236760.0,4.0
Small Craft on a Milk Sea,0.443,0.229,9.0,-26.082,0.0,0.0358,0.781,0.941,0.11,0.044,107.957,audio_features,09nETPAU44dKMW14v2Ikzi,spotify:track:09nETPAU44dKMW14v2Ikzi,https://api.spotify.com/v1/tracks/09nETPAU44dKMW14v2Ikzi,https://api.spotify.com/v1/audio-analysis/09nETPAU44dKMW14v2Ikzi,108840.0,4.0
Places,0.573,0.472,11.0,-12.529,0.0,0.0391,0.904,0.00553,0.151,0.332,117.905,audio_features,4DqXziX9OXG3sW2A3ZVKFO,spotify:track:4DqXziX9OXG3sW2A3ZVKFO,https://api.spotify.com/v1/tracks/4DqXziX9OXG3sW2A3ZVKFO,https://api.spotify.com/v1/audio-analysis/4DqXziX9OXG3sW2A3ZVKFO,212416.0,4.0
Dilbar To Shite,0.73,0.549,5.0,-13.727,1.0,0.035,0.352,0.0,0.0425,0.973,144.993,audio_features,4uz3VFgZYwcTkzYLk28Cx4,spotify:track:4uz3VFgZYwcTkzYLk28Cx4,https://api.spotify.com/v1/tracks/4uz3VFgZYwcTkzYLk28Cx4,https://api.spotify.com/v1/audio-analysis/4uz3VFgZYwcTkzYLk28Cx4,269061.0,3.0
Ascend to Oblivion - Live 20 Year Anniversary Release,0.426,0.814,8.0,-9.127,1.0,0.0411,0.00011,0.919,0.196,0.35,94.999,audio_features,201bXbhugJ5pWVZ5DzsSh2,spotify:track:201bXbhugJ5pWVZ5DzsSh2,https://api.spotify.com/v1/tracks/201bXbhugJ5pWVZ5DzsSh2,https://api.spotify.com/v1/audio-analysis/201bXbhugJ5pWVZ5DzsSh2,257558.0,4.0
Blessing of the Goddess: Lokah Samastha,0.155,0.112,5.0,-21.283,1.0,0.0364,0.987,0.851,0.0902,0.0391,71.013,audio_features,2TMy2OxUXvmb3lKsBtDZjB,spotify:track:2TMy2OxUXvmb3lKsBtDZjB,https://api.spotify.com/v1/tracks/2TMy2OxUXvmb3lKsBtDZjB,https://api.spotify.com/v1/audio-analysis/2TMy2OxUXvmb3lKsBtDZjB,115987.0,4.0
Prophecy,,,,,,,,,,,,,,,,,,
Bad Habits x Insomnia,0.701,0.915,10.0,-3.522,0.0,0.117,0.0591,0.00183,0.274,0.621,125.09,audio_features,3PHAQNMQjDtRzyHwhuJuNE,spotify:track:3PHAQNMQjDtRzyHwhuJuNE,https://api.spotify.com/v1/tracks/3PHAQNMQjDtRzyHwhuJuNE,https://api.spotify.com/v1/audio-analysis/3PHAQNMQjDtRzyHwhuJuNE,158400.0,4.0
Otherside,0.458,0.795,0.0,-3.265,1.0,0.0574,0.00316,0.000202,0.0756,0.513,123.229,audio_features,64BbK9SFKH2jk86U3dGj2P,spotify:track:64BbK9SFKH2jk86U3dGj2P,https://api.spotify.com/v1/tracks/64BbK9SFKH2jk86U3dGj2P,https://api.spotify.com/v1/audio-analysis/64BbK9SFKH2jk86U3dGj2P,255373.0,4.0
Venesuelo,0.772,0.46,7.0,-11.656,1.0,0.0491,0.115,0.85,0.103,0.247,95.0,audio_features,4bgZRlYMLwgznIBwbntZ6h,spotify:track:4bgZRlYMLwgznIBwbntZ6h,https://api.spotify.com/v1/tracks/4bgZRlYMLwgznIBwbntZ6h,https://api.spotify.com/v1/audio-analysis/4bgZRlYMLwgznIBwbntZ6h,425684.0,4.0
Water - FKJ Remix,0.792,0.458,5.0,-8.222,0.0,0.111,0.243,0.00532,0.104,0.415,113.503,audio_features,4g1aIPqIAqcB6ZgU0F2ylv,spotify:track:4g1aIPqIAqcB6ZgU0F2ylv,https://api.spotify.com/v1/tracks/4g1aIPqIAqcB6ZgU0F2ylv,https://api.spotify.com/v1/audio-analysis/4g1aIPqIAqcB6ZgU0F2ylv,199103.0,5.0
Dark Heaven,0.179,0.264,2.0,-16.72,1.0,0.0477,0.99,0.909,0.57,0.0333,90.492,audio_features,0O2jXfSBLgh0LnHBHhybZc,spotify:track:0O2jXfSBLgh0LnHBHhybZc,https://api.spotify.com/v1/tracks/0O2jXfSBLgh0LnHBHhybZc,https://api.spotify.com/v1/audio-analysis/0O2jXfSBLgh0LnHBHhybZc,77680.0,3.0
miniature things,,,,,,,,,,,,,,,,,,
Silk as Second Nature,0.597,0.765,3.0,-7.938,0.0,0.0333,0.00554,0.881,0.0955,0.386,97.008,audio_features,3kKqUc9pOKtY9qNyLBz8Oa,spotify:track:3kKqUc9pOKtY9qNyLBz8Oa,https://api.spotify.com/v1/tracks/3kKqUc9pOKtY9qNyLBz8Oa,https://api.spotify.com/v1/audio-analysis/3kKqUc9pOKtY9qNyLBz8Oa,323196.0,4.0
"Bird of Prey, Pt. 2",0.898,0.435,0.0,-10.88,1.0,0.0525,0.0791,0.898,0.35,0.9,98.759,audio_features,48cuAJdVkyV07H2GzBTYiP,spotify:track:48cuAJdVkyV07H2GzBTYiP,https://api.spotify.com/v1/tracks/48cuAJdVkyV07H2GzBTYiP,https://api.spotify.com/v1/audio-analysis/48cuAJdVkyV07H2GzBTYiP,224333.0,4.0
Nayanwa,0.507,0.589,9.0,-6.577,0.0,0.0356,0.554,0.0,0.129,0.38,74.252,audio_features,10HB2JI0mlzXgKmbLsXzZj,spotify:track:10HB2JI0mlzXgKmbLsXzZj,https://api.spotify.com/v1/tracks/10HB2JI0mlzXgKmbLsXzZj,https://api.spotify.com/v1/audio-analysis/10HB2JI0mlzXgKmbLsXzZj,210931.0,4.0
A Tabla Song,0.856,0.892,1.0,-8.902,1.0,0.0569,0.00216,0.859,0.134,0.664,106.634,audio_features,3Is9mcc61VCnYpOJCxfJoF,spotify:track:3Is9mcc61VCnYpOJCxfJoF,https://api.spotify.com/v1/tracks/3Is9mcc61VCnYpOJCxfJoF,https://api.spotify.com/v1/audio-analysis/3Is9mcc61VCnYpOJCxfJoF,208702.0,4.0
Aar Ajyy,0.403,0.967,5.0,-6.251,0.0,0.0924,0.00511,0.257,0.129,0.132,124.984,audio_features,6rc6LR0ZjRpq5RM8QnOtNb,spotify:track:6rc6LR0ZjRpq5RM8QnOtNb,https://api.spotify.com/v1/tracks/6rc6LR0ZjRpq5RM8QnOtNb,https://api.spotify.com/v1/audio-analysis/6rc6LR0ZjRpq5RM8QnOtNb,298842.0,4.0
Stop Crying Your Heart Out - BBC Radio 2 Allstars,0.414,0.565,2.0,-5.639,1.0,0.0285,0.121,0.0,0.342,0.222,77.015,audio_features,0vJN0jvhJ5nknlcIdDdlD3,spotify:track:0vJN0jvhJ5nknlcIdDdlD3,https://api.spotify.com/v1/tracks/0vJN0jvhJ5nknlcIdDdlD3,https://api.spotify.com/v1/audio-analysis/0vJN0jvhJ5nknlcIdDdlD3,223933.0,4.0
Designer Eggs im Garten,0.912,0.401,9.0,-11.599,0.0,0.109,0.329,0.894,0.0994,0.246,120.013,audio_features,6H518neJY8BB6OW8fygzvV,spotify:track:6H518neJY8BB6OW8fygzvV,https://api.spotify.com/v1/tracks/6H518neJY8BB6OW8fygzvV,https://api.spotify.com/v1/audio-analysis/6H518neJY8BB6OW8fygzvV,331008.0,4.0
Dark Rift,0.064,0.24,3.0,-14.841,0.0,0.0457,0.408,0.872,0.113,0.0414,65.309,audio_features,1qrEPy0AufTJkxx1UdjAmS,spotify:track:1qrEPy0AufTJkxx1UdjAmS,https://api.spotify.com/v1/tracks/1qrEPy0AufTJkxx1UdjAmS,https://api.spotify.com/v1/audio-analysis/1qrEPy0AufTJkxx1UdjAmS,307987.0,5.0
Soul on Fire,0.384,0.995,9.0,-3.291,1.0,0.14,0.000265,8.56e-06,0.504,0.289,165.042,audio_features,2u89RsYYNCCXwNvHgTnzmf,spotify:track:2u89RsYYNCCXwNvHgTnzmf,https://api.spotify.com/v1/tracks/2u89RsYYNCCXwNvHgTnzmf,https://api.spotify.com/v1/audio-analysis/2u89RsYYNCCXwNvHgTnzmf,245100.0,4.0
Chakra Yam,,,,,,,,,,,,,,,,,,
Ulima,,,,,,,,,,,,,,,,,,
